;Unnamed: 0;Idenx original;tipo_de_accidente;responsabilidad;descripcion_del_hecho - Final;Spacy Lemma-Pos
29;29;40;auto - moto;discutida;circulaba marzo casi terminando cruzar ate brown embestida lat izq parte moto solo ocupante cae pavimento incorpora medios obseva lesiones motociclista int;[('circular', 'AUX'), ('marzo', 'NOUN'), ('casi', 'ADV'), ('terminar', 'AUX'), ('cruzar', 'VERB'), ('atar', 'SCONJ'), ('brown', 'PROPN'), ('embestir', 'ADJ'), ('lat', 'ADV'), ('izq', 'ADJ'), ('partir', 'NOUN'), ('moto', 'INTJ'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pavimentar', 'PROPN'), ('incorporar', 'PROPN'), ('medio', 'NOUN'), ('obseva', 'PROPN'), ('lesionar', 'NOUN'), ('motociclista', 'ADJ'), ('int', 'PROPN')]
30;30;41;auto - moto;comprometida;encontraba aguardo cruzar arranco marcha cruzando veo viene moto izquierda freno pongo marcha atras igualmente colisiona parte izquierdael motociclista cae moto baja caminando llevaba intervencion policial tercero asistido lugar trasladado tercero va lugar caminando moto luego busque ir comisaria cuarta hurlingham datos tercero fernando emmanuel val zanella rx hgc prof seguroampliacin aseguradoel encontraba circulando williams llega interseccion pedro diaz ro moto circulaba izquierda colisiona guardabarro delantero izquierdo ro llevaba callo moto solo ocupante moto intervinieron siniestro realizo test alcoholemia asegurado comisaria ;[('encontrar', 'AUX'), ('aguardar', 'PROPN'), ('cruzar', 'VERB'), ('arrancar', 'ADV'), ('marchar', 'INTJ'), ('cruzar', 'VERB'), ('ver', 'PROPN'), ('venir', 'VERB'), ('moto', 'PROPN'), ('izquierdo', 'ADJ'), ('frenar', 'ADJ'), ('poner', 'PROPN'), ('marchar', 'PROPN'), ('atras', 'ADJ'), ('igualmente', 'ADV'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('izquierdael', 'PROPN'), ('motociclista', 'PROPN'), ('caer', 'VERB'), ('moto', 'PROPN'), ('bajo', 'ADJ'), ('caminar', 'VERB'), ('llevar', 'AUX'), ('intervencion', 'PROPN'), ('policial', 'ADJ'), ('3', 'ADJ'), ('asistir', 'ADJ'), ('lugar', 'NOUN'), ('trasladar', 'ADJ'), ('3', 'ADJ'), ('ir', 'AUX'), ('lugar', 'NOUN'), ('caminar', 'VERB'), ('moto', 'NOUN'), ('luego', 'ADV'), ('buscar', 'VERB'), ('ir', 'VERB'), ('comisaria', 'NOUN'), ('cuartar', 'ADJ'), ('hurlingham', 'VERB'), ('dato', 'NOUN'), ('3', 'ADJ'), ('fernando', 'PROPN'), ('emmanuel', 'PROPN'), ('val', 'PROPN'), ('zanella', 'PROPN'), ('rx', 'INTJ'), ('hgc', 'INTJ'), ('profesor', 'PROPN'), ('seguroampliacin', 'PROPN'), ('aseguradoel', 'PROPN'), ('encontrar', 'AUX'), ('circular', 'VERB'), ('williams', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('pedro', 'PROPN'), ('diaz', 'PROPN'), ('ro', 'CCONJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('izquierdo', 'ADJ'), ('colisionar', 'PROPN'), ('guardabarro', 'PROPN'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('ro', 'ADV'), ('llevar', 'AUX'), ('callar', 'PROPN'), ('moto', 'PROPN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('intervenir', 'VERB'), ('siniestro', 'ADJ'), ('realizar', 'PROPN'), ('test', 'PROPN'), ('alcoholemia', 'PROPN'), ('asegurar', 'ADJ'), ('comisaria', 'NOUN')]
31;31;42;auto - moto;discutida;redgreenlueasegurada circulando roca gira izquierda tomar oabrien habilitada semaforo produce colision parte delantera moto circulaba roca contrario cruzando semaforo iba sobrepasando derecha encontraban detenidos semaforo asegurada puede confirmar iban personas moton caen asfalto ;[('redgreenlueasegurada', 'ADJ'), ('circular', 'VERB'), ('roca', 'PROPN'), ('girar', 'NOUN'), ('izquierdo', 'ADJ'), ('tomar', 'VERB'), ('oabrien', 'ADV'), ('habilitar', 'ADJ'), ('semaforo', 'NOUN'), ('producir', 'VERB'), ('colision', 'PROPN'), ('partir', 'VERB'), ('delantero', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('roca', 'PROPN'), ('contrario', 'ADJ'), ('cruzar', 'VERB'), ('semaforo', 'NOUN'), ('ir', 'VERB'), ('sobrepasar', 'VERB'), ('derecho', 'NOUN'), ('encontrar', 'AUX'), ('detenido', 'ADJ'), ('semaforo', 'NOUN'), ('asegurar', 'ADJ'), ('poder', 'AUX'), ('confirmar', 'VERB'), ('ir', 'AUX'), ('personar', 'NOUN'), ('moton', 'PROPN'), ('caer', 'AUX'), ('asfaltar', 'NOUN')]
32;32;43;auto - moto;comprometida;asegurado circulaba jose marmol girar derecha moto quiere pasar izquierda embiste espejo retrovisor izquierdo moto iba sola persona tenia golpea auto estacionado cae suelo levanta llama same dolia traslada same cel cond aseg diaz dario ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('jose', 'VERB'), ('marmol', 'NOUN'), ('girar', 'VERB'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('querer', 'VERB'), ('pasar', 'VERB'), ('izquierdo', 'NOUN'), ('embestir', 'PROPN'), ('espejar', 'NOUN'), ('retrovisor', 'ADJ'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('tenia', 'PROPN'), ('golpear', 'PROPN'), ('auto', 'ADJ'), ('estacionar', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('levantar', 'PROPN'), ('llamar', 'VERB'), ('same', 'ADV'), ('dolia', 'NOUN'), ('trasladar', 'VERB'), ('same', 'ADV'), ('cel', 'PROPN'), ('cond', 'NOUN'), ('aseg', 'ADJ'), ('diaz', 'PROPN'), ('dario', 'ADJ')]
33;33;44;auto - moto;comprometida;vehiculo asegurado circulaba yrigoyen colisionado lateral trasero derecho tercero moto persona circulaba misma raiz persona cayo asfalto luego intercambiar datos retiro cuenta desplazamientosd asegurado ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('yrigoyen', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('trasero', 'ADJ'), ('derecho', 'NOUN'), ('3', 'ADJ'), ('moto', 'NOUN'), ('personar', 'NOUN'), ('circular', 'AUX'), ('mismo', 'DET'), ('raiz', 'PROPN'), ('personar', 'PROPN'), ('cayo', 'PROPN'), ('asfaltar', 'PROPN'), ('luego', 'ADV'), ('intercambiar', 'VERB'), ('dato', 'NOUN'), ('retirar', 'PROPN'), ('contar', 'VERB'), ('desplazamientosd', 'PROPN'), ('asegurar', 'ADJ')]
34;34;45;auto - moto;comprometida;detenida semaforo illia desliza freno auto desplaza toco frente moto delante mio moto cae suelo llevaba levanta medio lesiones aparentes ;[('detenido', 'ADJ'), ('semaforo', 'PROPN'), ('illia', 'PROPN'), ('deslizar', 'PROPN'), ('frenar', 'ADJ'), ('auto', 'ADJ'), ('desplazar', 'PROPN'), ('tocar', 'VERB'), ('frente', 'ADV'), ('moto', 'NOUN'), ('delante', 'ADV'), ('mio', 'PROPN'), ('moto', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('llevar', 'AUX'), ('levantar', 'VERB'), ('mediar', 'NUM'), ('lesionar', 'NOUN'), ('aparente', 'ADJ')]
35;35;46;auto - moto;comprometida;circulando llavallol cruce cervantes motocicleta venia ultima mencionada alta velocidad frena colisiona lateral derecho medio auto puertas luego desplazo subo vereda ninguna colision adicional mas eros involucrados moto iba sola persona pega auto cae suelo asisto sufrio golpes dolores generales visible conciente pocos minutos acude trasladan hospital desconozco vehiculo queda comisaria cale buffano mas involucrados cel ;[('circular', 'VERB'), ('llavallol', 'PROPN'), ('cruzar', 'VERB'), ('cervantes', 'PROPN'), ('motocicleta', 'PROPN'), ('venia', 'PROPN'), ('ultimar', 'PROPN'), ('mencionar', 'ADJ'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('frenar', 'ADJ'), ('colisionar', 'VERB'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('mediar', 'ADJ'), ('auto', 'NOUN'), ('puerta', 'NOUN'), ('luego', 'ADV'), ('desplazar', 'NOUN'), ('subir', 'PROPN'), ('vereda', 'PROPN'), ('ninguno', 'DET'), ('colision', 'NOUN'), ('adicional', 'ADJ'), ('mas', 'PROPN'), ('eros', 'NOUN'), ('involucrar', 'ADJ'), ('moto', 'NOUN'), ('ir', 'AUX'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('pegar', 'VERB'), ('auto', 'ADJ'), ('caer', 'VERB'), ('soler', 'NOUN'), ('asistir', 'ADJ'), ('sufrio', 'ADJ'), ('golpe', 'NOUN'), ('dolor', 'PROPN'), ('general', 'ADJ'), ('visible', 'ADJ'), ('conciente', 'ADP'), ('poco', 'DET'), ('minuto', 'NOUN'), ('acudir', 'VERB'), ('trasladar', 'AUX'), ('hospital', 'PROPN'), ('desconocer', 'VERB'), ('vehicular', 'ADJ'), ('quedo', 'VERB'), ('comisaria', 'NOUN'), ('calar', 'PROPN'), ('buffano', 'PROPN'), ('mas', 'PROPN'), ('involucrar', 'ADJ'), ('cel', 'NOUN')]
36;36;47;auto - moto;comprometida;asegurado circulando tercero acompanante circulando asegurado girar hacia izquierda luz giro puesta entrar estacionamiento tercero embiste parte asegurado desconoce parte lateral delantero izquierdo asegurado tercero acompanante lesionados ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('3', 'ADJ'), ('acompanante', 'ADJ'), ('circular', 'AUX'), ('asegurar', 'ADJ'), ('girar', 'VERB'), ('hacia', 'ADP'), ('izquierdo', 'ADJ'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('poner', 'INTJ'), ('entrar', 'VERB'), ('estacionamiento', 'NOUN'), ('3', 'ADJ'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('asegurar', 'ADJ'), ('desconocer', 'VERB'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('asegurar', 'ADJ'), ('3', 'ADJ'), ('acompanante', 'NOUN'), ('lesionar', 'ADJ')]
37;37;49;auto - moto;comprometida;asegurado circulando mariano castex cambiar carril colisionado lateral derecho moto circulaba detras desplazamientos personas circulaban moto cayeron piso ;[('asegurar', 'ADJ'), ('circular', 'VERB'), ('mariano', 'PROPN'), ('castex', 'AUX'), ('cambiar', 'VERB'), ('carril', 'NOUN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('detras', 'NOUN'), ('desplazamiento', 'NOUN'), ('personar', 'NOUN'), ('circular', 'AUX'), ('moto', 'NOUN'), ('caer', 'VERB'), ('pisar', 'NOUN')]
38;38;50;auto - moto;comprometida;vehiculo asegurado circulaba gaspar campos ingresar garage hacia izquierda luz giro puesta moto intenta sobrepasarlo lado colisiona lateral izquierdo vehiculo asegurado motociclista llevaba cae piso tenia golpe ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'AUX'), ('gaspar', 'VERB'), ('campo', 'NOUN'), ('ingresar', 'VERB'), ('garage', 'PROPN'), ('hacia', 'ADP'), ('izquierdo', 'ADJ'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('poner', 'INTJ'), ('moto', 'PROPN'), ('intentar', 'VERB'), ('sobrepasarlo', 'VERB'), ('lado', 'NOUN'), ('colisionar', 'VERB'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('motociclista', 'PROPN'), ('llevar', 'AUX'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('tenia', 'PROPN'), ('golpe', 'PROPN')]
39;39;51;auto - moto;comprometida;asegurado maniobraba cnel juan terrada doblar derecha hacia adolfo pedro carranza colisiona parte lateral derecha moto circulaba cnel juan terrada moto tenia ocupantes ambos tenian cayeron piso presentaban lesiones visibles retiraron propios medios intervencion medica policial aun ;[('asegurar', 'ADJ'), ('maniobrar', 'AUX'), ('cnel', 'PROPN'), ('juan', 'PROPN'), ('terrada', 'PROPN'), ('doblar', 'VERB'), ('derecho', 'ADJ'), ('hacia', 'ADP'), ('adolfo', 'PROPN'), ('pedro', 'PROPN'), ('carranza', 'NOUN'), ('colisionar', 'ADJ'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('circular', 'AUX'), ('cnel', 'PROPN'), ('juan', 'PROPN'), ('terrada', 'PROPN'), ('moto', 'PROPN'), ('tenia', 'PROPN'), ('ocupante', 'ADJ'), ('ambos', 'NUM'), ('tenian', 'AUX'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('retirar', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('intervencion', 'PROPN'), ('medicar', 'PROPN'), ('policial', 'ADJ'), ('aun', 'ADV')]
40;40;52;auto - moto;comprometida;encontraba circulando saenz pena hacia plata llegar interseccion tucuman darme cuenta venia moto alta velocidad chocarla clavo freno toco apenas lateral frontal hizo caigan piso ambos paso datos voy ampliamos asegurado motocicleta derecha embiste parte delantera derecha rodado motocicleta vio previamente participo d llego lesiones visibles cruzo datos retiraron lugar;[('encontrar', 'AUX'), ('circular', 'VERB'), ('saenz', 'PROPN'), ('penar', 'NOUN'), ('hacia', 'ADP'), ('plata', 'NOUN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('tucuman', 'PROPN'), ('darme', 'VERB'), ('contar', 'NOUN'), ('venia', 'PROPN'), ('moto', 'PROPN'), ('alto', 'ADJ'), ('velocidad', 'NOUN'), ('chocarla', 'VERB'), ('clavar', 'ADJ'), ('frenar', 'ADJ'), ('tocar', 'VERB'), ('apenar', 'ADV'), ('lateral', 'ADJ'), ('frontal', 'ADJ'), ('hacer', 'VERB'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('ambos', 'NUM'), ('pasar', 'VERB'), ('dato', 'NOUN'), ('ir', 'AUX'), ('ampliar', 'VERB'), ('asegurar', 'ADJ'), ('motocicleta', 'DET'), ('derecho', 'NOUN'), ('embestir', 'ADJ'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('derecho', 'ADJ'), ('rodar', 'ADJ'), ('motocicleta', 'ADJ'), ('ver', 'VERB'), ('previamente', 'ADV'), ('participar', 'ADJ'), ('d', 'PROPN'), ('llegar', 'PROPN'), ('lesionar', 'NOUN'), ('visible', 'ADJ'), ('cruzar', 'ADP'), ('dato', 'NOUN'), ('retirar', 'VERB'), ('lugar', 'NOUN')]
41;41;53;auto - moto;comprometida;manejaba carriego interseccion claudio alas frena moto chica personas logro frenar tiempo choco atras;[('manejar', 'AUX'), ('carriego', 'PROPN'), ('interseccion', 'PROPN'), ('claudio', 'PROPN'), ('ala', 'PROPN'), ('frenar', 'PROPN'), ('moto', 'PROPN'), ('chico', 'VERB'), ('personar', 'NOUN'), ('lograr', 'VERB'), ('frenar', 'VERB'), ('tiempo', 'NOUN'), ('chocar', 'ADJ'), ('atras', 'ADJ')]
42;42;54;auto - moto;comprometida;aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar aparece moto circulaba autopista izquierda embiste lateral delantero izquierdo moto motociclista cae piso lastimandose costado torax brazo ;[('aseg', 'PROPN'), ('circular', 'VERB'), ('aut', 'PROPN'), ('ricchieri', 'PROPN'), ('llegar', 'VERB'), ('interseccion', 'PROPN'), ('ohiggins', 'PROPN'), ('colocar', 'PROPN'), ('luz', 'PROPN'), ('girar', 'PROPN'), ('maniobrar', 'PROPN'), ('doblar', 'ADJ'), ('aparecer', 'VERB'), ('moto', 'NOUN'), ('circular', 'AUX'), ('autopista', 'NOUN'), ('izquierdo', 'ADJ'), ('embestir', 'PROPN'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('izquierdo', 'ADJ'), ('moto', 'PROPN'), ('motociclista', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('lastimandose', 'VERB'), ('costar', 'ADJ'), ('torax', 'ADJ'), ('brazo', 'NOUN')]
43;43;55;auto - moto;comprometida;don bosco balizas colocadas teniamos rueda pinchada moto embiste parte delantera izquierda cambiamos carril habia detenido cae piso intervencion policial medica levanta solo va caminando asegurado ;[('don', 'PROPN'), ('bosco', 'PROPN'), ('balizar', 'PROPN'), ('colocar', 'ADJ'), ('teniamos', 'VERB'), ('rodar', 'NOUN'), ('pinchar', 'ADJ'), ('moto', 'NOUN'), ('embestir', 'VERB'), ('partir', 'NOUN'), ('delantero', 'ADJ'), ('izquierdo', 'ADJ'), ('cambiar', 'VERB'), ('carril', 'NOUN'), ('habia', 'PROPN'), ('detener', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('intervencion', 'PROPN'), ('policial', 'PROPN'), ('medicar', 'ADJ'), ('levantar', 'ADJ'), ('solo', 'ADV'), ('ir', 'AUX'), ('caminar', 'VERB'), ('asegurar', 'ADJ')]
44;44;56;auto - moto;comprometida;circulaba llegar giro izquierda momento girar di cuenta tenia moto lado giro toco guardabarro;[('circular', 'AUX'), ('llegar', 'VERB'), ('girar', 'PROPN'), ('izquierdo', 'PROPN'), ('momento', 'INTJ'), ('girar', 'VERB'), ('decir', 'PROPN'), ('contar', 'NOUN'), ('tenia', 'PROPN'), ('moto', 'PROPN'), ('lado', 'ADJ'), ('girar', 'NOUN'), ('tocar', 'PROPN'), ('guardabarro', 'NOUN')]
45;45;60;auto - moto;comprometida;aseg circulaba formosa maniobrar congreso parte lateral ro moto circulaba formosa desplazamientos lesionados intervencion medica retiran;[('aseg', 'PROPN'), ('circular', 'AUX'), ('formosa', 'ADJ'), ('maniobrar', 'PROPN'), ('congreso', 'PROPN'), ('partir', 'NOUN'), ('lateral', 'ADJ'), ('ro', 'ADJ'), ('moto', 'NOUN'), ('circular', 'AUX'), ('formosa', 'ADJ'), ('desplazamiento', 'NOUN'), ('lesionar', 'ADJ'), ('intervencion', 'PROPN'), ('medicar', 'PROPN'), ('retirar', 'VERB')]
46;46;61;auto - moto;comprometida;asegurado circulando alem doblar espana derecha colisionado guardabarro delantero derecho llanta moto circulaba derecha gran velocidad moto cae piso retiro propios medios ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('alem', 'VERB'), ('doblar', 'VERB'), ('espana', 'ADJ'), ('derecho', 'ADJ'), ('colisionar', 'ADJ'), ('guardabarro', 'NOUN'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('llanta', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('derecho', 'ADJ'), ('gran', 'ADJ'), ('velocidad', 'NOUN'), ('moto', 'PROPN'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('retirar', 'PROPN'), ('propio', 'DET'), ('medio', 'NOUN')]
47;47;63;auto - moto;comprometida;vehiculo asegurado circulando gral paz cambiar carril colisiona lateral derecho motocicleta circulaba carril derecha moto ocupante cae piso ;[('vehicular', 'NOUN'), ('asegurar', 'ADJ'), ('circular', 'VERB'), ('gral', 'ADJ'), ('paz', 'VERB'), ('cambiar', 'VERB'), ('carril', 'NOUN'), ('colisionar', 'VERB'), ('lateral', 'ADJ'), ('derecho', 'PROPN'), ('motocicleta', 'PROPN'), ('circular', 'AUX'), ('carril', 'NOUN'), ('derecho', 'ADJ'), ('moto', 'PROPN'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN')]
48;48;64;auto - moto;comprometida;maniobraba balizas puesta estacionar auto paralelo cordon derecha manera imprevista moto intenta meterse espacio habia auto cordon colisiona ptd pdd motociclista cae suelo tampoco sufre lesiones desvanecimiento terceros involucradosno terceros involucrados lesionados datos tercero alegre martin benelli tn aswy atm;[('maniobrar', 'AUX'), ('balizar', 'NOUN'), ('poner', 'INTJ'), ('estacionar', 'VERB'), ('auto', 'NOUN'), ('paralelo', 'ADJ'), ('cordon', 'PROPN'), ('derecho', 'ADJ'), ('manera', 'NOUN'), ('imprevisto', 'ADJ'), ('moto', 'PROPN'), ('intentar', 'VERB'), ('meterse', 'VERB'), ('espaciar', 'NOUN'), ('habia', 'PROPN'), ('auto', 'PROPN'), ('cordon', 'PROPN'), ('colisionar', 'PROPN'), ('ptd', 'PROPN'), ('pdd', 'PROPN'), ('motociclista', 'PROPN'), ('caer', 'VERB'), ('soler', 'NOUN'), ('tampoco', 'ADV'), ('sufrir', 'VERB'), ('lesionar', 'NOUN'), ('desvanecimiento', 'NOUN'), ('tercero', 'ADJ'), ('involucradosno', 'VERB'), ('tercero', 'ADJ'), ('involucrar', 'ADJ'), ('lesionar', 'ADJ'), ('dato', 'NOUN'), ('3', 'ADJ'), ('alegrar', 'ADJ'), ('martin', 'PROPN'), ('benelli', 'PROPN'), ('tn', 'PROPN'), ('aswy', 'PROPN'), ('atmósfera', 'PROPN')]
49;49;65;auto - moto;comprometida;aseg saliendo marcha atras garage golpea moto circulaba irala sola persona cae asfalto brazo raspado incorporo medios retiro moto presento lugar;[('aseg', 'PROPN'), ('salir', 'VERB'), ('marchar', 'INTJ'), ('atras', 'NOUN'), ('garage', 'PROPN'), ('golpear', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('irala', 'PROPN'), ('solo', 'ADJ'), ('personar', 'NOUN'), ('caer', 'VERB'), ('asfaltar', 'PROPN'), ('brazo', 'NOUN'), ('raspar', 'ADJ'), ('incorporar', 'NOUN'), ('medio', 'NOUN'), ('retirar', 'PROPN'), ('moto', 'PROPN'), ('presentar', 'ADJ'), ('lugar', 'NOUN')]
50;50;66;auto - moto;comprometida;detenido detras colectivo lafuente avanzaba puse guino sobrepasarlo asome lateral avance metros moto venia detras interpreta maniobra impacta lateral delantero derecho unidad unico ocupante moto llevaba cayo piso sufrio lesiones leves dedo menique izq asistido lugar trasladado hospital retirandose propios medios andando moto vhs involucrados lesionados formaliza flores datos tercero mora horacio cristian bajaj rowser cc akcc atm asegurado ;[('detener', 'ADJ'), ('detras', 'NOUN'), ('colectivo', 'NOUN'), ('lafuente', 'ADJ'), ('avanzar', 'AUX'), ('poner', 'PROPN'), ('guino', 'NOUN'), ('sobrepasarlo', 'VERB'), ('asomar', 'VERB'), ('lateral', 'ADJ'), ('avanzar', 'VERB'), ('metro', 'NOUN'), ('moto', 'PROPN'), ('venia', 'PROPN'), ('detras', 'ADJ'), ('interpretar', 'VERB'), ('maniobrar', 'NOUN'), ('impactar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('unidad', 'NOUN'), ('unico', 'PROPN'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('llevar', 'AUX'), ('cayo', 'PROPN'), ('pisar', 'NOUN'), ('sufrio', 'ADJ'), ('lesionar', 'NOUN'), ('leve', 'ADJ'), ('dedo', 'INTJ'), ('menique', 'PROPN'), ('izq', 'PROPN'), ('asistir', 'ADJ'), ('lugar', 'NOUN'), ('trasladar', 'ADJ'), ('hospital', 'PROPN'), ('retirandose', 'VERB'), ('propio', 'DET'), ('medio', 'NOUN'), ('andar', 'VERB'), ('moto', 'NOUN'), ('vhs', 'PROPN'), ('involucrar', 'ADJ'), ('lesionar', 'ADJ'), ('formalizar', 'VERB'), ('flor', 'NOUN'), ('dato', 'NOUN'), ('3', 'ADJ'), ('moro', 'NOUN'), ('horacio', 'ADJ'), ('cristian', 'AUX'), ('bajaj', 'NOUN'), ('rowser', 'VERB'), ('cc', 'ADP'), ('akcc', 'PROPN'), ('atmósfera', 'AUX'), ('asegurar', 'VERB')]
51;51;67;auto - moto;discutida;asegurado circulaba necochea cruce rivadavia tercero circulaba ultima impacta lateral izquierdo desplazamientos moto solo ocupante cae piso presentaba golpe ;[('asegurar', 'ADJ'), ('circular', 'AUX'), ('necochea', 'PROPN'), ('cruzar', 'PROPN'), ('rivadavia', 'PROPN'), ('3', 'ADJ'), ('circular', 'AUX'), ('ultimar', 'PROPN'), ('impactar', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('desplazamiento', 'NOUN'), ('moto', 'NOUN'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('golpe', 'NOUN')]
52;52;68;auto - moto;comprometida;asegurado circulaba indart girar izquierda ingresar garage embestido lateral delantero derecho lateral izquierdo tercero moto venia contraria misma ocupante moto cay asfalto desplazamientos ;[('asegurar', 'PROPN'), ('circular', 'AUX'), ('indart', 'PROPN'), ('girar', 'VERB'), ('izquierdo', 'NOUN'), ('ingresar', 'VERB'), ('garage', 'PROPN'), ('embestir', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'ADJ'), ('lateral', 'ADJ'), ('izquierdo', 'ADJ'), ('3', 'ADJ'), ('moto', 'NOUN'), ('venia', 'PROPN'), ('contrario', 'ADJ'), ('mismo', 'DET'), ('ocupante', 'ADJ'), ('moto', 'NOUN'), ('cay', 'PROPN'), ('asfaltar', 'PROPN'), ('desplazamiento', 'ADJ')]
53;53;69;auto - moto;concurrente;aseg circulaba vcoll inter matheu colisionado lateral delantero derecho moto circulaba matheu moto iba solo ocupante llevaba cae piso presentaba lesiones inter policial ambulancias retiro lugar propios medios brindar datos;[('aseg', 'PROPN'), ('circular', 'AUX'), ('vcoll', 'PROPN'), ('inter', 'PROPN'), ('matheu', 'PROPN'), ('colisionar', 'ADJ'), ('lateral', 'ADJ'), ('delantero', 'NOUN'), ('derecho', 'PROPN'), ('moto', 'PROPN'), ('circular', 'AUX'), ('matheu', 'PROPN'), ('moto', 'PROPN'), ('ir', 'AUX'), ('solo', 'ADV'), ('ocupante', 'ADJ'), ('llevar', 'AUX'), ('caer', 'VERB'), ('pisar', 'NOUN'), ('presentar', 'AUX'), ('lesionar', 'NOUN'), ('inter', 'PROPN'), ('policial', 'ADJ'), ('ambulancia', 'PROPN'), ('retirar', 'PROPN'), ('lugar', 'NOUN'), ('propio', 'DET'), ('medio', 'NOUN'), ('brindar', 'VERB'), ('dato', 'NOUN')]
