cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
am    ,aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar aparece moto circulaba autopista embiste lateral delantero izquierda moto motociclista cae piso lastimandose costado torax brazo ,comprometida,aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar aparece moto circulaba autopista embiste lateral delante izquierda moto motociclista caen piso lastimandose costado torax brazo,aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar aparece moto circulaba autopista embiste lateral delante izquierda moto motociclista caen piso lastimandose costado torax brazo
am    ,don bosco balizas colocadas teniamos rueda pinchada moto embiste parte delantera cambiamos carril habia detenido cae piso intervencion policial medica levanta solo va caminando asegurado ,comprometida,don bosco balizas colocadas tenia rueda pinchada moto embiste parte delante cambiamos carril habia detenido caen piso intervencion policial medica levanta solo llevaba caminando aseg,don bosco balizas tenia rueda moto embiste parte delante carril habia detenido caen piso intervencion policial medica levanta solo llevaba caminando aseg
am    ,circulaba llegar giro momento girar di cuenta tenia moto lado giro toco guardabarro,comprometida,circulaba llegar giro momento girar medios cuenta tenia moto lado giro toco guardabarro,circulaba llegar giro momento girar medios cuenta tenia moto lado giro toco guardabarro
aa    ,circulaba balbin intencin colisiono tercero parte trasera parte delantera dicho dicho tercero impacta do tercero parte trasera parte delantera do tercero vw suran patente petpaz claudia natalia dni federacion patronal poliza parte trasera terceros involucrados lesionados datos tercero pablo arturo gru ford focus pfk qbe seguros,comprometida,circulaba balbin intencin colisiono tercero parte trasera parte delante dicho dicho tercero impactada trasladado tercero parte trasera parte delante trasladado tercero vw suran patente petpaz claudia natalia dni federacion patronal poliza parte trasera terceros involucrados lesionados datos tercero pablo arturo gru ford focus pfk qbe seguros,circulaba balbin intencin colisiono tercero parte trasera parte delante dicho dicho tercero impactada trasladado tercero parte trasera parte delante trasladado tercero vw suran patente dni federacion patronal poliza parte trasera terceros involucrados lesionados datos tercero pablo ford focus seguros
aa    ,colectora panamericana casi thames cambio semaforo frenada intempestiva ampliamos asegurado relacion mecanica hecho manifesto circulaba colectora panamericana casi thames cree cambio semaforo rodado precedia freno intempestivamente pudo evitar impactar tercero parte trasera participo cruzaron datos lugar vio auto viajaban tomo datosd,comprometida,colectora panamericana casi thames cambio semaforo frena intempestiva ampliamos aseg relacion mecanica hecho manifesto circulaba colectora panamericana casi thames cree cambio semaforo rodado precedia frena intempestivamente pudo evitar impacta tercero parte trasera participo cruzaron datos lugar vio auto viajaban tomo datos,colectora panamericana casi thames cambio semaforo frena ampliamos aseg relacion mecanica hecho manifesto circulaba colectora panamericana casi thames cree cambio semaforo rodado precedia frena pudo evitar impacta tercero parte trasera participo cruzaron datos lugar vio auto viajaban tomo datos
peatã“n,asegurado circulando h yrigoyen girar caputo hacia embiste u lateral derecha peaton cae pavimento levanta propios medios asiste amnbulancia desplazamientos,comprometida,aseg circulando marcha yrigoyen girar caputo habia embiste luz lateral derecha peaton caen pavimento levanta propios medios asiste amnbulancia desplazamientos,aseg circulando marcha yrigoyen girar habia embiste luz lateral derecha peaton caen pavimento levanta propios medios asiste desplazamientos
am    ,aseg circulaba formosa maniobrar congreso parte lateral ro moto circulaba formosa desplazamientos lesionados intervencion medica retiran,comprometida,aseg circulaba formosa maniobra congreso parte lateral maniobro moto circulaba formosa desplazamientos lesionados intervencion medica retira,aseg circulaba formosa maniobra congreso parte lateral maniobro moto circulaba formosa desplazamientos lesionados intervencion medica retira
am    ,asegurado circulando alem doblar espana colisionado guardabarro delantero derecha llanta moto circulaba gran velocidad moto cae piso retiro propios medios ,comprometida,aseg circulando alem doblar espana colisionando guardabarro delante derecha llanta moto circulaba gran velocidad moto caen piso retiro propios medios,aseg circulando alem doblar espana colisionando guardabarro delante derecha moto circulaba gran velocidad moto caen piso retiro propios medios
aa    ,aseg circulaba cabred curva esquivar desplaza cayendo dentro zanja vehiculo dano parte delantera lateral izquierda opticas capot etc acompanante amiga sufre golpes raiz atendida clinica guemes lujan mas desplazamientos,comprometida,aseg circulaba cabred curva esquivar desplazamientos cayendo delantero zanja vehiculo dano parte delante lateral izquierda opticas capot etc acompanante amiga sufre golpes raiz atendida clinica guemes lujan mas desplazamientos,aseg circulaba esquivar desplazamientos cayendo delantero zanja vehiculo dano parte delante lateral izquierda opticas capot etc acompanante amiga sufre golpes raiz clinica guemes lujan mas desplazamientos
am    ,vehiculo asegurado circulando gral paz cambiar carril colisiona lateral derecha motocicleta circulaba carril moto ocupante cae piso ,comprometida,vehiculo aseg circulando gral paz cambiar carril colisionando lateral derecha motocicleta circulaba carril moto ocupantes caen piso,vehiculo aseg circulando gral paz cambiar carril colisionando lateral derecha motocicleta circulaba carril moto ocupantes caen piso
am    ,maniobraba balizas puesta estacionar auto paralelo cordon manera imprevista moto intenta meterse espacio habia auto cordon colisiona ptd pdd motociclista cae suelo tampoco sufre lesiones desvanecimiento terceros involucradosno terceros involucrados lesionados datos tercero alegre martin benelli tn aswy atm,comprometida,maniobra balizas puesto estacionar auto paralelo cordon manera imprevista moto intenta meterse espacio habia auto cordon colisionando ptd pdd motociclista caen suelo tampoco sufre lesiones desvanecimiento terceros involucradosno terceros involucrados lesionados datos tercero alegre martin benelli tn aswy atm,maniobra balizas puesto estacionar auto cordon manera imprevista moto intenta espacio habia auto cordon colisionando motociclista caen suelo tampoco sufre lesiones terceros terceros involucrados lesionados datos tercero martin atm
am    ,aseg saliendo marcha atras garage golpea moto circulaba irala sola persona cae asfalto brazo raspado incorporo medios retiro moto presento lugar,comprometida,aseg saliendo marcha atras garage golpea moto circulaba irala sola personas caen asfalto brazo raspado incorporo medios retiro moto presento lugar,aseg saliendo marcha atras garage golpea moto circulaba sola personas caen asfalto brazo raspado incorporo medios retiro moto presento lugar
am    ,detenido detras colectivo lafuente avanzaba puse guino sobrepasarlo asome lateral avance metros moto venia detras interpreta maniobra impacta lateral delantero derecha unidad unico ocupante moto llevaba cayo piso sufrio lesiones leves dedo menique izquierda asistido lugar trasladado hospital retirandose propios medios andando moto vhs involucrados lesionados formaliza flores datos tercero mora horacio cristian bajaj rowser cc akcc atm asegurado ,comprometida,detenido detras colectivo lafuente avanzaba puse guino sobrepasarlo asome lateral avance metros moto venia detras interpreta maniobra impactada lateral delante derecha unidad unico ocupantes moto llevaba cayo piso sufrio lesiones leves dedo menique izquierda asistido lugar trasladado hospital retira propios medios andando moto vhs involucrados lesionados formaliza flores datos tercero mora horacio cristian bajaj rowser cc akcc atm aseg,detenido detras colectivo lafuente puse guino sobrepasarlo lateral avance metros moto venia detras maniobra impactada lateral delante derecha unidad unico ocupantes moto llevaba cayo piso sufrio lesiones leves dedo menique izquierda asistido lugar trasladado hospital retira propios medios andando moto vhs involucrados lesionados flores datos tercero horacio cristian bajaj atm aseg
am    ,asegurado circulaba necochea cruce rivadavia tercero circulaba ultima impacta lateral izquierda desplazamientos moto solo ocupante cae piso presentaba golpe ,discutida,aseg circulaba necochea cruce rivadavia tercero circulaba ultima impactada lateral izquierda desplazamientos moto solo ocupantes caen piso presentaba golpe,aseg circulaba necochea cruce rivadavia tercero circulaba ultima impactada lateral izquierda desplazamientos moto solo ocupantes caen piso presentaba golpe
am    ,asegurado circulaba indart girar ingresar garage embestido lateral delantero derecha lateral izquierda tercero moto venia contraria misma ocupante moto cay asfalto desplazamientos ,comprometida,aseg circulaba indart girar ingresar garage embestido lateral delante derecha lateral izquierda tercero moto venia contraria mismo ocupantes moto cayo asfalto desplazamientos,aseg circulaba indart girar ingresar garage embestido lateral delante derecha lateral izquierda tercero moto venia contraria mismo ocupantes moto cayo asfalto desplazamientos
am    ,aseg circulaba vcoll inter matheu colisionado lateral delantero derecha moto circulaba matheu moto iba solo ocupante llevaba cae piso presentaba lesiones inter policial ambulancias retiro lugar propios medios brindar datos,concurrente,aseg circulaba vcoll inter matheu colisionando lateral delante derecha moto circulaba matheu moto iba solo ocupantes llevaba caen piso presentaba lesiones inter policial ambulancias retiro lugar propios medios brindar datos,aseg circulaba inter matheu colisionando lateral delante derecha moto circulaba matheu moto iba solo ocupantes llevaba caen piso presentaba lesiones inter policial ambulancias retiro lugar propios medios brindar datos
