,cod_accidente,descripcion_del_hecho - Final,responsabilidad
144,am    ,aseg circulando bolivia altura interseccion salvador maria carril caba bs as tercero circulaba moto ocupante ultima salvador maria carril embiste asegurado parte frontal parte indeterminada tercero cae pavimento pierde conocimiento reincorpora propios medios intervenciones desplazamientos ,concurrente
145,am    ,circulando paso colectoral moto pasando pierde estabilidad apoya justo delante rueda delantera piso cae piso apoya ,comprometida
146,otros ,aseg circulando juan b justo carril derecha llegar interseccion gorrti asegurado cambia carril carril izquierda tercero colectivo circulando misma carril izquierda colisiona parte delantera parte lateral asegurado terceros lesionados pasajeros colectivos desplazamientos ,comprometida
147,am    ,circulando guevara llegar maure transito venia moto pasando desacelera golpe termino tocando parte trasera parte delantera izquierda moto venia solo conductora puesto cayo suelo manifesto dolores quiso traslade hospital ,comprometida
148,am    ,vehiculo asegurado hornero ruta incorpora darsena giro comienza cruzar ruta semaforo habilitante colisionada lateral izquierda parte delantera tercero circulaba misma cruzo desplazamientos asegurada acompanante amiga dolor cervical,concurrente
149,peaton,girar urquiza hacia rodolfo lopez toco parte delantera senor mayor cruzaba bocacalle ultima peaton cae piso golpeandose hombro trasladado hospital quilmes intervension policial acoholemia ,comprometida
150,am    ,encontraba circulando deslinde ingresando ruta moto embiste parte delantera parte delantera interviniendo moto circulaba luces encendidas patentes registro valido rodado mas lesionados mas terceros datos tercero sanchez juan carlos gilera ies atmel asegurado ,comprometida
151,am    ,aseg circulando interseccin quiere doblar colisiona moto circulaba misma parte delantera parte lateral moto tenia solo ocupante puestocayo piso manifesto dolencia tenia respones cuerpo desplazamientos ,comprometida
152,am    ,aseg circulando aristobulo valle llegar intercccion centenario embiste p delantera lateral izquierda tercero moto circulaba ultima mencionada moto iban ocupantes caen pavimento presentan lesiones ,comprometida
153,am    ,aseg circulaba rivadavia gira tomar white impactado lateral moto circulaba misma dispona cruzar interseccin desplazamientosmoto ocupante recuerda tena cay piso manifest dolencias levant medios retir medios int medicasin int policial,comprometida
154,cicl  ,asegurado circulaba zuviria cruce doblas bicicleta circulaba bicisenda doblas impacta parte delantera paragolpe lado derecha desplazamientos bicicleta solo ocupante cae piso presentaba raspon codo derecha ,comprometida
155,am    ,aseg encontraba circulando mayor irusta pone giro aviso va pasar tercero parado embestido lateral delantero derecha manubrio moto mismo cae suelosolo manifestaba dolencia pecho dolor intervencion retira propios medios comunicamos v asegurado mismo circulaba irusta realiza maniobra sobrepasar colectivo momento impacta motocicleta circulaba mismo tercero manifestaba dolor caccda quiso llamar tencca puesto intercambiaron datos lugar,comprometida
156,cicl  ,vehiculo asegurado circulaba triunvirato colisiono parte delantera tercero bicicleta persona giro cortada persona cayo asfalto asistido trasladado htal thompson desplazamientos,comprometida
157,am    ,redgreenlue asegurado circulando au acc oeste tomar salida vergara violentamente embestida detras moto golpea lateral trasero derecha vehiculo moto cae suelo circulaba persona dano cara motociclista asistio lugar hechomecanica segun tercero tercero dice iba lenta dice asegurada sobrepasa entrar peaje encerro asegurado manifest haber formalizado olivos ratifica mecanica circulaba colectora acc oeste capital hacia provincia toma ramal hacia telepeaje maniobra hacia dirige carril salida vergara moto circulaba mismo detrcs vio impacta lateral derecha trasero tercero sufrio lesion consciente pudo incorporar luego trasladado hospital moreno l asegurada concurre comisaria villa tesey hicieron alcoholemia,comprometida
158,aa    ,aseg circulando mosconi colisiona parte delantera parte trasera tercero detuvo marcha misma tercero deslpaza colisiona misma desplaza colisiona desplaza colisiona lesionados,comprometida
159,am    ,circulando sequeira llegar cruce cosquin tercero frena imprevisto puedo evitar impactarlo frente parte posterior ocupantes moto ambos caen piso ,comprometida
160,am    ,mecanica hecho s vs asegurado dia hs circulaba cevallos llegar intyerseccion otero embestido lateral derecha frente moto circulaba ultima mencionada ocupante cae pavimento presentaba dolor brazo hombro izquierda ,concurrente
161,aa    ,vhl asegurado encontraba circulando ayacucho delante detiene tercero transito asegurado colisiona parte delantera parte trasera lesiones desplazamientos ,comprometida
162,am    ,circulando higgins entrar domicilio pongo gino girando moto venia contrario frena choca parte delantera rueda delantera moto sola persona puesto cae piso lesiones aparentes intervencion retiro us propios medios,comprometida
163,aa    ,aseg circulando avda mitre avellaneda bs as tercero circulaba misma igual delante asegurado frena semaforo ultimo embiste parte frontal parte trasera tercero lesiones intervenciones desplazamientos,comprometida
164,am    ,aseg circulaba gral paz cambia carril derecha tomar salida mosconi impacta parte delantera moto circulaba misma par desplazamientos moto cae piso tenia tenia lesiones aparentes intervinen solo autopista,comprometida
165,peatã“n,asegurado circulando colectora au panamerica ramal tigre dobla carlos caseres colisiona peaton cruzaba manera incorrecta calleel peaton presentaba lesiones cuello,comprometida
166,am    ,asegurada circulando pres santiago derqui auto posiciona contraria colisionando moto personas moto caen piso puesto moto izquierda tendido piso gope piena acompanante levanta medios asiste traslada hopsital posadas ,comprometida
167,am    ,asegurado circulando obarrio realizar maniobra giro hacia tomar alvear embiste lateral izquierda tercero circulaba mismo moto solo ocupante cae pavimento asiste desplazamientos,comprometida
168,cicl  ,circulaba interseccion cochabamba bicicleta venia delante puedo evitar impactarla parte delantera produce caida ciclista incorpora propios medios izquierda sentado ,concurrente
169,am    ,salia estacionado casi llegando esquina luego asomar trompa metro estimadamente toco moto pasaba lentamente circulaba atras mio adelante desestabiliza cae costado levanta lesiones leve caida involucrados lesiones datos tercero nahuel alejandro spairani suzuki ax ksb libra,comprometida
170,am    ,circuilando colombres pongo balizas arrimarmne estacionar moto venia embiste lateral derecha moto ocupante cae piso cascono ,comprometida
171,aa    ,circulaba pueyrredon puedo evitar colisionar auto tenia delante parte delantera parte trasera desplazamientos lesionados,comprometida
172,aa    ,circulando venia delante mio frena tambien hago llego hacerlo completo colisiono parte delantera parte trasera parte delantera parte trasera doro datos doro chev agile gris dominiojipno terceros involucrados lesionados datos tercero ibanez julio peug etw mercantil andina,comprometida
173,am    ,circulando f alcorta luz giro doblar momento moto sobrepasa lado izquierda embistiendo parte trasera moto cae pavimento izquierda parado solo manifestaba raspones nego llamar retiro propios mediosd,
174,am    ,circulando f alcorta luz giro doblar momento moto sobrepasa lado izquierda embistiendo parte trasera moto cae pavimento izquierda parado solo manifestaba raspones nego llamar retiro propios medios,
175,am    ,mecanica hecho s tercero circulando f alcorta luz giro doblar momento moto sobrepasa lado izquierda embistiendo parte trasera moto cae pavimento izquierda parado solo manifestaba raspones nego llamar ambulanciase retiro propios mediosd,comprometida
176,aa    ,circulando cristiania giro tomo tokio tomarla tercero venia delante mio frena manera imprevista pesar haber frenado logro evitar contacto parte frontal vehiculo parte trasera tercero acuso sufrir golpe brazo derecha vehiculo tercero sr gomez juan carlos dnilic conducir nro emitido gcba otorgamiento vencimiento intervencion policial datos tercero robledo gladys lujan fiat idea hlx fhg federacion patronal,comprometida
177,am    ,vhl asegurado encontraba circulando monteagudo cruz barrera tren ingresar rivadavia hacia embestido lateral delantero izquierda frente tercero moto venia gral paz ocupante moto llevaba cae pavimento ,discutida
178,am    ,venia avda balbin momento cruzar interseccion peron luz amarilla intermitente produce colision tercero moto venia ultima mencionada tercero cayo suelo cortes varios presentaba sangrado ,comprometida
179,peatã“n,circulando alsina intento esquivar grupo manifestantes embargo bandera izquierda trabada parrilla provocando persona caiga acerque persona intercambiamos datos,comprometida
180,am    ,dirijia maipu bernal hacia centro bernal altura comandante franco moto circulaba ultima hacia lado vias impacta lateral derecha delantero,concurrente
181,aa    ,aseg circulando independencia llegar interseccion araoz aseg embiste parte frontal lateral izquierda tercero cruzaba araoz informa conductora informo molestias ,comprometida
182,am    ,asegurado circulando colectora colisiona lateral izquierda tercero moto persona tercero retira propios medios ,comprometida
183,aa    ,circulaba ruta debido bache pierdo control vehiculo lateral izquierda lateral trasero izquierda tercero chevrolet corsa circulaba misma direccion contraria luego parte delantera parte delantera vehiculo vw amarok circulaba direccion contraria detras primer vehculo raiz vhlo chevrolet corsa manifestaba sentir dolor ,comprometida
184,am    ,asegurado retomando circulancion transito maruco doblando hacia san martin moto circulaba ultima impacta parte delantera lateral trasero izquierda vehiculo asegurado ocupante puesto cae suelo ,comprometida
185,am    ,circulaba acoyte altura malaspina embestido tercero venia ultima dano parte frontal unidadsin intervencion,comprometida
186,am    ,parada belgrano camioneta hace mala maniobra atras mio venia moto quiere esquivar pasa rapido choca parte trasera cae puerta trasera moto llevan hospital fiorito estabamos media cuadra dolorido puesto ,discutida
187,am    ,asegurado circulando julian perez tercero acompanante circulando horacio julian asegurado cruzar horacio julian embiste parte delantera lateral izquierda parte asegurado desconocetercero lesionado,concurrente
188,aci   ,mecanica hecho s vs asegurado vhl asegurado estacionado izquierda tercerobicicleta circulando misma asegurado indica bicicleta pasando vhl detenidos semaforoabre puerta delantera derecha esposa colisiona bicicletaes persona conduce bicicletalleva cascocae pavimentoraspado codo dolor derecha levanta ,comprometida
