cod_accidente,descripcion,filter,responsabilidad
aa, d estaba estacionado entre dos autos y maniobrando para salir del lugar calcule mal la distancia que habia entre mi vehiculo y el de atras gol trend pegandole sin querer con el paragolpe a este con tanta mala suerte que el vehiculo impacta contra un volquete que se encontraba atras de el provocandole la rotura del paragolpe delantero del lado derecho y el hundimiento del porton trasero junto a la rotura de la optica derecha acompanante,estaba estacionado entre dos autos maniobrando para salir del lugar calcule mal la distancia habia entre mi vehiculo el atras gol trend pegandole sin querer con el paragolpe este con tanta mala suerte el vehiculo impacta contra volquete encontraba atras el provocandole la rotura del paragolpe delantera del lado derecha el hundimiento del porton trasera junto la rotura la optica derecha acompanante,comprometida
aa,d al ingresar a la cochera del edificio parece que he rozado su coche produciendole algun raspon,al ingresar la cochera del edificio parece he rozado su coche produciendole algun raspon,comprometida
aa, d ffasegurado circulaba por la calle moreno cuando roza a tercero que circulaba a suderechaer,asegurado circulaba por la calle moreno roza tercero circulaba derecha,comprometida
aa, d conducia por av del libertador y llegando al semaforo que corta con dorrego freno pero patino el auto y choque al auto de aldelante que estaba detido por el semaforo,conducia por avenida del libertador llegando al semaforo corta con dorrego freno pero patino el auto choque al auto delante estaba detido por el semaforo,comprometida
aa, d ccel asegurado indica que se encontraba retirando el vehiculomarcha atras de un garage privado en la calle indicada cuando al ingresar en la via publica por el lado derecho venia circulando el vehiculo del tercero impactando el asegurado al tercero con el paragolpe trasero en la puerta trasera derecha del vehiculo del tercero,ccel asegurado indica encontraba retirando el vehiculomarcha atras garage privado en la calle indicada al ingresar en la via publica por el lado derecha venia circulando el vehiculo del tercero impactado el asegurado al tercero con el paragolpe trasera en la parte trasera derecha del vehiculo del tercero,comprometida
aa, d el auto del asegurado choca parte trasera del peugeot ,el auto del asegurado choca parte trasera del peugeot,comprometida
aa, d estaba circulando por avenida corrientes entre riobamba y callao el vehiculo que circulaba delante mio frena bruscamente y lo choco en la parte trasera derecha,estaba circulando por avenida corrientes entre riobamba callao el vehiculo circulaba delante mio frena bruscamente lo choco en la parte trasera derecha,comprometida
aa, d hice marcha atras y lo choque,hice marcha atras lo choque,comprometida
aa, d por esquivar una motocicleta que circulaba entre carriles tuve que realizar una maniobra que termino impactando el guardabarro derecho delantero de mi auto con la parte trasera del auto que iba delante mio el cual tuvo que frenar por el trafico,por esquivar motocicleta circulaba entre carriles tuve realizar maniobra termino impactado el guardabarro derecha delantera mi auto con la parte trasera del auto iba delante mio el cual tuvo frenar por el trafico,comprometida
aa, d el coche estaba parado en el semaforo de avalos y av de los incas para doblar para laavenida de los incas a la izquierda cuando habilita el semaforo trata de doblar a laizquierda y se produce la rotura del precap derecho de la direccien lo que ocasiona que esarueda quede doblada hacia la izquierda y la otra rueda quede derecha perdido el control del vehiculo y sin poder pararlo colisiona con un coche estacionado en el cordon derecho de av los incas pegando con la punta derecha del citroen asegurado en la rueda trasera izquierda del vehiculo estacionado,el coche estaba parado en el semaforo avalos avenida los incas para doblar para laavenida los incas la izquierda habilita el semaforo trata doblar izquierda produce la rotura del precap derecha la direccien lo ocasiona esarueda quede doblada hacia la izquierda la otra rueda quede derecha perdido el control del vehiculo sin poder pararlo colisiona con coche estacionado en el cordon derecha avenida los incas pegando con la punta derecha del citroen asegurado en la rueda trasera izquierda del vehiculo estacionado,comprometida
aa,d circulando por lugone hacia av de los incas el vehiculo que venia delante frenobruscamente sin motivo y fue producto del impacto,circulando por lugone hacia avenida los incas el vehiculo venia delante frenobruscamente sin motivo fue producto del impacto,comprometida
aa, d yo vengo con mi vehiculo ford por la calle ibera y al llegar a la interseccion de la calleibera y  de septiembre choco al renaul cli en la puerta trasera y delantera izquierda,yo vengo con mi vehiculo ford por la calle ibera al llegar la interseccion la calleibera septiembre choco al renaul cli en la parte trasera delantera izquierda,comprometida
aa, d el siniestro ocurrie el  a las  hs aprox en ruta  entre eucalipto y los naranjos partido de general rodriguezcirculando por ruta  en direccien a int whelan cuando un camien de la serenisima meencierra y debido a esto tuve que maniobrar encerrando a un renault clio arrancandole el espejo izquierdo y una bagueta de plastico del costado de la puerta,el siniestro ocurrie el las hs aprox en ruta entre eucalipto los naranjos partido general rodriguezcirculando por ruta en direccien int whelan camien la serenisima meencierra debido esto tuve maniobrar encerrando renault clio arrancandole el espejo izquierda bagueta plastico del costado la parte,comprometida
aa, d mi automovil tiene caja automatica y manual secuencial yo lo uso en esta ultima movilidad y asi venia conduciendo por circunstancias que ignoro la caja paso a la modalidad automatica lo que no adverti cuando movi la palanca para hacer un cambio debido a que estaba en automatica ingreso la marcha atras lo que motivo que el vehiculo se detuviese bruscamenteello motivo que el vehiculo que me precedia marca meriva pat hnk  conducido por johanna romina ibarra pese a que intento esquivarme no pudo evitar colisionar con la esquina izquierda de mi vehiculo como consecuencia del impacto mi automotor tuvo rotura de paragolpe y guardabarro derecho el otro vehiculo danos en su paragolpe trompa y guadabarro izquierdo,mi automovil tiene caja automatica manual secuencial yo lo uso en esta ultima movilidad asi venia conduciendo por circunstancias ignoro la caja paso la modalidad automatica lo no adverti movil la palanca para hacer cambio debido estaba en automatica ingreso la marcha atras lo motivo el vehiculo detuviese bruscamenteello motivo el vehiculo me precedia marca meriva pat hnk conducido por johanna romina ibarra pese intento esquivarme no pudo evitar colisiona con la esquina izquierda mi vehiculo como consecuencia del impacto mi automotor tuvo rotura paragolpe guardabarro derecha el otro vehiculo danos en su paragolpe delantera guadabarro izquierda,discutida
aa, d manejando por angel gallardo delante mio frena un taxi para descender el pasajero cuando intento frenar se resbala el pie del freno apretando el acelerador e impactando en la parte trasera del taxi,manejando por angel gallardo delante mio frena taxi para descender el pasajero intento frenar resbala el pie del freno apretando el acelerador e impactado en la parte trasera del taxi,comprometida
aa, d estaba estacionada y realizo marcha atras no visualizo bien e impacto una moto,estaba estacionada realizo marcha atras no visualizo bien e impacto moto,comprometida
aa, d la sandero estaba estacionada sobre concordia  cuando sergio quevedo hace reversa para ingresar el camion y le rompe el espejo derecho,la sandero estaba estacionada concordia sergio quevedo hace reversa para ingresar el camion le rompe el espejo derecha,comprometida
aa, d con baliza puesta y entrando a la cochera que alquila la empresa con  de la camionetaadentro de la cochera el vh me choca de atras en el lateral trasero derecho de lacamioneta danando el paragolpe optica trasera derecha,con baliza puesta entrando la cochera alquila la empresa con la camionetaadentro la cochera el vehiculo me choca atras en el parte trasera derecha lacamioneta danando el paragolpe optica trasera derecha,concurrente
aa,d freno de golpe el de adelante y lo toque un poco con mi parte izq,freno golpe el delante lo toque poco con mi parte izquierda,comprometida
aa, d grupo prosegur fcn  ff roso con los bulones de la rueda izquierda el paragolpe trasero lado derecho del auto er,grupo prosegur fcn ff roso con los bulones la rueda izquierda el paragolpe trasera lado derecha del auto er,comprometida
aa,d cc asegurada circulaba por urquiza giran hacia yrigoyen y un tercero frena repentinamente y la asegurada frena pero igualmente embisteal tercero sobre la parte trasera a la altura del auxilio ubicado en el portonford ecosport el asegruado informa que el tercero frenarepentinamente debido a gritos de dos peatones,cc asegurado circulaba por urquiza giran hacia yrigoyen tercero frena repentinamente la asegurado frena pero igualmente embiste tercero la parte trasera la altura del auxilio ubicado en el portonford ecosport el asegurado informa el tercero frenarepentinamente debido gritos dos peatones,comprometida
aa, d cc aseg informa que se encontraba en el estacionamiento que dispone en su empleador cuando el aseg se encontraba saliendo del mismo circulando por el mismo lugar el tercero que se encontraba saliendo de su lugar de estacionamiento en marcha atras lo impacta en el lateral derecho trasero,cc asegurado informa encontraba en el estacionamiento dispone en su empleador el asegurado encontraba saliendo del mismo circulando por el mismo lugar el tercero encontraba saliendo su lugar estacionamiento en marcha atras lo impacta en el parte derecha trasera,concurrente
