cod_accidente,responsabilidad,descripcion_del_hecho - Final
AA    ,COMPROMETIDA,vh asegurado se encontraba circulando asegurado por av directorio vh del tercero por av directorio asegurado iba circulando por carril del centro cuando otro vehiculo del lado derecho encierra al asegurado y asegurado maniobrando roza contra vehiculo del tercero vehiculo asegurado roza con su parte delantera izquierda causando danos en lateral derecho sin lesionados sin intervencion de ambulancia sin intervencion policial sin desplazamiento
AA    ,COMPROMETIDA,vh aseg circulaba por calle peri entre san martin y cerrito l mirador tercero estaba delante frena y aseg choca en parte trasera con su parte delantera sin lesiones sin despl
AA    ,COMPROMETIDA,vh aseg circulando sobre calle virgilioal llegar a interseccioncolisiona con paragolpe delantero a lateral delantero izquierdo del terceroque circulaba sobre calle mcervantessin desplazamientossin lesiones
AA    ,COMPROMETIDA,aseg circulaba por calle conde al llegar a interseccion calle ugarte aseg al ver no venia nadie cruza y cuando esta cruzando un ro venia por ugarte colisiona al aseg en lateral derecho parte delantera con parte delantera del ro aseg fue trasladado por ambulancia mujer manejaba vh ro tambien fue trasladada intervino policia y ambulancia
AA    ,COMPROMETIDA,me encontraba circulando a baja velocidad cuando de repente vh de un tercero frena de golpe por embisto en su parte trasera con mi parte delantera no hubo lesionados ni mas terceros datos del tercero comas juan marcelo chevrolet corsa ola orbis
AA    ,CONCURRENTE,vhc asegurado circulando por au perito moreno tras cruzar zuviria es embestido en su lateral izquierdo con parte delantera de un tercero circulaba por esta ultima calle mencionada acompanante del asegurado amiga tuvo corte facial intervino ambulancia y policia fue trasladado a hospital a hospital pineiro sin desplazamientos
AA    ,DISCUTIDA,vehiculo asegurado circulaba sobre calle puerto de palos cuando en interseccion con calle suarez fue colisionado en su lateral delantero izquierdo por parte delantera de un tercero circulaba sobre ultima a raiz de esto asegurado fue desplazado colisionando con persiana de local tercero fue trasladado al htal argerich
AA    ,DISCUTIDA,asegurado circulando por autopista es embestido en parte trasera derecha por un tercero circulaba en mismo sentido con parte delantera asiste autopista y ambulancia tercero se desplaza y embiste contra un divisor de cemento y habria sufrido lesiones ampliacin asegurado venia circulando por acceso oeste a altura del km salida a reja se encontraba circulando en modo crucero a una velocidad de km por hora aproximadamente cuando desactiva modo crucero ya a mts calzada se reducia por obras cuando reduce velocidad es cuando siente impacto en su parte trasera derecha no realizo ningun movimiento ni cambio de carril luego del siniestro llamo al no recuerda comisaria es interviene solo sabe es policia de provincia por colores de camioneta adicional a esto interviene vialidad y una ambulancia pasaba por zona al momento del siniestro y detiene para atiendan al tercero quien no tenia lesiones de gravedad solo dolores del golpe ni policia ni vialidad ni ambulancia realizaron test de alcoholemia por ninguna via policia tomo sus datos y del tercero pero no trasladaron a comisaria a ninguno de dos conductores
AA    ,COMPROMETIDA,vh asegurado circulaba por calle de agosto cuando colisiona su parte delantera en parte trasera de un tercero frena sobre mismasin lesiones ni desplazamientos
AA    ,COMPROMETIDA,asegurada circulaba miguel cane y al llegar a interseccin con calle de septiembre impacta con su parte delantera en puerta delantera izquierda de un chevrolet corsa transitaba por calle de septiembre uno de acompanantes en chevrolet corsa result con un corte en frente no hubo intervencin de ambulancia
AA    ,COMPROMETIDA,aseg circulando por argerich cuando un tercero circulaba delante de frena por transito y vhl aseg no llega a frenar y impacta con su parte delantera aprte trasera del tercero sin lesiones
AA    ,COMPROMETIDA,salgo del estacionamiento circulando muy despacio por billingurst habia una kangoo adelante no me permitia ver bien inevitablemente colisiono con mi parte delantera en su parte trasera no hubo mas lesionados ni terceros involucrados detallados datos del tercero misme palomino jorge renault kangoo adwi sancor seguros
AA    ,COMPROMETIDA,mecanica del hecho segun version asegurado circulando por calle ciudad de paz vehiculo de adelante frena yo llego a frenar pero igual toco con mi parte delantera en su parte trasera sin lesionados ni otros terceros involucras mecanica del hecho segun tercero circulando por ciudad de paz freno por contingencias del transito y un vehivulo me impacta desde atras
AA    ,CONCURRENTE,asegurado circulando por calle canelones colisiona frente al lateral derecho trasero de un tercero circulaba por puente del inca sin desplazamientos ni lesionados
AA    ,DISCUTIDA,asegurado circulaba au de mayo cuando se cruza un tercero habia perdido control colisionando contra guardarrail este se desplaza y colisiona al asegurado en parte delantera derecha con parte lateral izquierda tercero expone fue tocado de atras por perdio control conductor del vehiculo tercero sufrio lesiones dolor en hombro cortes en manos fue trasladado por same al hospital ramos mejia diagnostico fue fractura de hombro dolor en cuello y columna asegurado indica sufrio mareos y dolores de cabeza hubo intervencion policial
AA    ,COMPROMETIDA,mecanica del hecho segun version asegurado vehiculo gol trend asegurado no llega a frenar colisionando con ford fiesta patente abuc quien a su vez impacta con un vw suran patente koz d mecanica del hecho segun tercero denuncia dominio koz choque en cadena sobre av gral paz asegurado en segundo lugar choque produce venia detras de todos dominio mju
AA    ,CONCURRENTE,circulando por betinotti al estar terminando de cruzar yerra tercero venia por esta me colisiona con su frente en mi lateral trasero derecho sin desp ni les
AA    ,DISCUTIDA,aseg circulando por av warnes tercero circulando por calle thames al llegar a interseccion colisionan ambos con su parte frontal a causa de esta colision nuestro vh impacta contra un masetero con su parte frontal y danando varias partes del vh sin lesionados se traslada al tercero al hospital por dolores en torax por air bag ampliacion dsa accidente ocurrio a aprox de manana del viernes yo iba por avenida warnes para lado de scalabrini ortiz y en thames se me cruzo un taxi producto del choque termino con auto incrustado en unos maceteros estan en estacion de servicio yo pierdo conocimiento y no me acuerdo sucedio una vez me despierto estaba ambulancia y policia me lleva ambulancia al hospital durand y me realiza una tomografia de cerebro por fuerte golpe en cabeza y despues llaman a art para siga mi atencion hospitalaria porque yo me dirigia de mi casa al trabajo en malabia entro a am comisaria intervino es b mis lesiones fueron golpe en cabeza y despues raspones en rodillas y un moreton en codo izquierdo y en cadera en parte izquierda no hubo control de alcoholemia datos del ero julio cesar rodriguez rivero dni celular d fiat siena dominio abxk seguro amca orbis
AA    ,COMPROMETIDA,asegurado circulando sobre murgiondo colisiona parte trasera de un tercero delante cual se detiene sin lesiones sin desplazamientos
AA    ,CONCURRENTE,circulando por roca ahora kirchner con luz verde cuanod un vh de un b venia por interseccion pendas desde derecha no llega a frenar al ponerse su semaforo en rojo por me embiste en mi parte lateral dealntera derecha conductor de moto se cae al piso por ofreci llamar a emergencia pero no quizo solo pasamos datos y se retiro por sus medios sin manifestar lesiones aparentes no hubo mas gterceros involucrados ni lesionados datos del tercero cormillot ruben alexander honda nf jxi atm
AA    ,CONCURRENTE,asegirado circulando por av wenceslao de tata cuando en interseccion con calle potosi impacta con su parte delantera derecha y lateral delantero derecho en lateral trasero izquierdo de un tercero circulaba por calle potosi y cruza av a alta velocidad producto del impacto tercero vuelca sobre calzada intervino policia y ambulancia conductor y acompanante del b con lesiones fueron trasladadas a hospital carrillo asegurado con fractura mano y lesiones vh retenidos asegurado ya fue retirado sin desplazamientos ampliacion d ampliaron brevemente hecho informaron no existio extraccion sanguinea ni otro tipo de test de alcoholemia declara conductor asegurado circulaba por calle w de tata cuando en interseccion con calle potosi impacta con su parte frontal en lateral trasero izquierdo de un vehiculo tercero circulaba por potosi y no llego a detenerse a tiempo ambos terceros femenino y masculino cuales salieron por sus medios del rodado fueron derivados al htal bocalandro masculino sufrio doble fractura del dedo menique de mano izquierda contusion en frente y dolores cervicales fueron dados de alta horas mas tardes quedando pendiente intervencion quirurgica por dedo d
AA    ,COMPROMETIDA,circulaba por general paz cuando un rodado me sobrepasa por izquierda detiene su marcha bruscamente por cual al intentar evitar colsion volanteo a izquierda y accidentalente colisiono con mi frente en su sector trasero no no hubo otros terceros involucrados ni lesionados no hubo otros terceros involucrados ni lesionados datos del tercero kessler sebastian ezequiel fiat adre federacion patronal ampliacion asegurado atento a nos ingresa reclamo del tercero llamamos a conductora asegurada para ampliar mecanica relata circulaban por gral paz transito estaba muy cargado vehiculos se sobrepasaban cuando repentinamente una camioneta frena repentinamente y no puede evitar impactarla con su frente parte trasera del mismo pese a haber volanteado hacia izquierda asimismo confirma circulaban dos jovenes en fiorino no tenian lesiones y se bajaron para preguntarle como estaban hijos de ella ya uno lloraba en momento no interviene personal policial ni ambulancia se intercambian datos y cada uno se retira por sus medios posteriormente tercero llamo a conductora asegurado para ver como estaban hijos comento quiza se harian ver porque sentian unos dolores pero nada grave
AA    ,COMPROMETIDA,vh aseg circulando en direccion de referencia cuando al llegar a interseccion de delfor es embestida en su lateral derecho con parte delantera de ro producto del impacto vh aserg se desplaza hacia vereda y sube y choca parte delantera contra un arbol hija de conductora con dolencias en cabezatambien lesionado tercero mareos y dolor de cabezainterviene policia ambulancia y bomberos te asegurado conducia susana
AA    ,COMPROMETIDA,mecanica del hecho segun version asegurado circulaba por av gaspar campos sentido sur norte cuando vamos a doblar a izquierda en tupacamaru ahi siento impacto del tercero moto en moldura de rueda trasera de mi coche tercero y acompanante no presentaron lesiones aparentes no intervino ambulancia ni policia d ampliacion hablo con asegurada me informa al girar es impactada por una moto motociclista y su acompanante cayeron pero no vio ninguna lesion grave en momento no intervino ambulancia ni policia asegurada formalizo en sucursal san miguel donde sacaron fotos de danos y de documentacion mecanica del hecho segun tercero circulaba junto a su novia por av gaspar campos cuando asegurado encierra al girar hacia izquierda d
AA    ,CONCURRENTE,circulando por william morris auto del tercero venia por saladillo se incorpora a william morris y no frena y choca en parte delantera derecha sin desplazamientos ni lesiones ampliacion se amplia con asegurado dado parte tercera denuncia misma mecanica pero con roles invertidos asegurado no manifesto ninguna sorpresa me dice su cunado manejaba y no accede a pasar sus datos asimismo manifesto tenia intenciones de recamar a otra parte pero no responden presenta documental correspondiente y no da mas detalles ni pruebas confirmen version de su cunado
AA    ,CONCURRENTE,mecanica del hecho segun version asegurado asegurado circulaba por calle churrinche cuando al cruzar rep argentina colisiona con parte delantera y delantera izquierda a parte lateral trasera derecha de un tercero circulaba por rep argentina se hizo presente same y policia por nervios de acompanante del vehiculo tercero no diagnosticaron lesiones no hubo desplazamientos d ampliacion hablo con asegurada me informa al cruzar av roza a un vehiculo estaba terminando de cruzar circulaba desde izquierda impacta a altura de puerta trasera en momento intervino policia no les realizo control de alcoholemia intervino ambulancia atendio en lugar a acompanante del tercero pero no traslado a nadie d
AA    ,COMPROMETIDA,aseg circulando sobre av hipolito yrigoyen frene pero impacte al tercero frena por transito sobre misma con parte delantera en parte trasera sin despl tercero remis con dos pasajeras con dolores lleva al hospital lavallol sin intervencion de policia ni ambulancia
AA    ,COMPROMETIDA,avanzando en semaforollegando al cruce del peatn auto se encontraba adelante frena de golpe colapsando mi parte delantera con del otro vehiculo no hubo otros eros involucrados novia del asegurado sufrio lesiones en ojo derecho corte arriba del parpado datos del tercero maria de lourdes racia chevrolet kzc zurich
AA    ,COMPROMETIDA,venia por hacia antes de llegar a se me cruza una persona al querer esquivarlo volanteo realizo una mala maniobra y y choco un auto chevrolet corsa estaba estacionado en entre y al chocar auto este pega a una moto yamaha estaba detras y rompe paragolpe trasero
AA    ,COMPROMETIDA,asegurado circulaba sobre au panamericana impacta a un tercero circulaba sobre misma baja velocidad en parte trasera con su parte delantera sin desplazamientos dentro del tercero acompanante con dolor de cuello al momento de llamada ambulancia se encuentra en lugar no intervino policia intervino autopista del sol
AA    ,CONCURRENTE,vehiculo asegurado circulaba por pje fernandezsiendo embestido por un tercero de mano derechacon frente derecho a lateral trasero derechoasegurado es desplazado haciendo un trompo embistiendo a un arbol con parte traserasin mas involucradoslesionados tercero y aseguradoun patrullero pasaba no se involucratrasladandose en vh del papa de tercera al hosp thompson de san martintercero con golpes en codo derecho y rodilla derecha ya tenia operadaaseurado latigazo y hombro izquierdote asegurado
AA    ,COMPROMETIDA,venia por av del libertador cuando veo habia un auto detenido por semaforo en ese momento freno pero como llovia mi auto patino siguio de largo y no pude evitar embestir al tercero en su parte trasera con mi parte delanterael tercero iba solo como bajo un poco mareado acompane al hospital de san isidro
AA    ,CONCURRENTE,asegurado circulaba por avenida balbin en interseccion con calle uriarte gira hacia izquierda con semaforo verde cuando un tercero circulaba por avenida en direccion contraria embiste con parte delantera derecha en su lateral derecho vehiculo asegurado se desplaza subiendo a vereda e impactando con parte trasera derecha contra un poste de luz asegurado su hijo y un ocupante del tercero sufren lesiones y son trasladados en ambulancia hasta hospital larcade interviene personal policial cuales retienen vehculos en comisaria
AA    ,COMPROMETIDA,mecanica del hecho segun version asegurado me dirigia por calle aquino de norte a sur cuando llego a olivera choco al vehiculo estaba delante mio en su parte trasera mecanica del hecho segun tercero denuncia circulaba por aquino freno al llegar a olivera por transito y soy embestido de atras por tercero no freno d
AA    ,COMPROMETIDA,mecanica del hecho segun version asegurado vehiculo asegurado circulando en carril rapido por aut panamericana a altura de campana teniendo mucho trafico vehiculos van frenando un tercero corolla circulaba a su derecha pone guino para cambiar carril a derecha y termina ingresando a su izquierda delante del vehiculo asegurado en una maniobra muy brusca delante de ese tercero en carril rapido otro tercero frena y se produce choque entre esos dos terceros asegurado trata de esquivarlo y embiste con su parte frontal a parte trasera derecha del tercero corolla se mete delante resultan lesionados dos acompanantes del vehiculo asegurado una con una lesion en una muneca y otro con dolor en cuello y una acompanante del tercero corolla con dolor en cuello no interviene policia ni ambulancia por cantidad de trafico luego del intercambio de datos cada uno se retira por sus propios medios sin desplazamientos d ampliacion me llama asegurada me explica corolla realiza maniobra cambiando de carril se acomoda delante de ella y unos segundos despues corolla no llega a frenar y embiste a una camioneta tenida delante asegurad por esto intenta frenar y esquivar al corolla pero no logra evitar impactarlo con su parte delantera derecha en momento no intervino ambulancia ni policia de camioneta no tiene datos desconoce si habia lesionados en cuando al corolla iba conductor con su mujer quien se desmayo en lugar pero rapidamente reacciono me pasara datos dsa en vehiculo asegurado iban dos acompanantes sufrieron lesiones d
AA    ,DISCUTIDA,mecanica del hecho segun version asegurado circulaba por ruta provincial cuando estoy llegando a calle algarrobo verifico un auto venia por esta ultima arranca y se queda parada en medio de ruta yo ante esta situacion hago una maniobra y freno pero camioneta derrapa y embisto al ero en su parte trasera izquierda con mi parte delantera izquierda ero iba con acompanantes uno de fue trasladado en ambulancia hacia hospital asegurado sufrio lesiones cervicales d ampliacion llamo al asegurado me informa circulaba por ruta en interseccion con algarrobo un vehiculo estaba cruzando interseccion se queda detenido porque se cruza un camion circulaba por calle del asegurado pero mano contraria asegurado intenta frenar pero derrapa embistiendo al vehiculo tercero en lateral izquierdo casi a altura del paragolpes trasero en vehiculo tercero iban mujeres tres de ellas fueron trasladadas al hospital tanto conductora del vehiculo tercero como asegurado fueron trasladados a comisaria alli tomaron datos no les realizaron control de alcoholemia asegurado no tiene mas datos de terceras pero tiene notificacion de comisaria donde les tomaron todos dato
AA    ,SIN RESPONSABILIDAD,circulaba por calle carlos gardel al llegar a ruta ex me da paso un automvil marca ford falcon y al entrar a ruta tocon con lateral de mi automvil y perdiendo control de mi auto y termino envistiendo en trompa una camioneta se encontraba atras del auto mencionado d
AA    ,COMPROMETIDA,un vh delante frena y no puedo evitar impactarlo con mi parte delantera en al parte trasera del tercero por impacto mi vh se desplaza hacia delante impactando su parte delantera en parte trasera de un b tercero conductor y acompanante b tercero sufrieron policontusion en estudio acompanante pareja masculino lucas cebey policontusion b tercero sin datos y desconozco danos se realizaron estudios en centro de traumatolgia san isidro no hubo otro vh involucrado ni lesionados datos del tercero gaeiro camila maria eugenia renault clio fno mercantil andina
AA    ,COMPROMETIDA,vena por calle diaz velez llegando a calle rafaela tena camin delante cruzan esta calle estaba semaforo en rojo y en diagonal a izquierda hay un semaforo yo pense q ese semaforo es un giro se pone en verde giro y paso camin q me obstrua paso viniendo un peugeot de frente n yo freno no me vio y envesti
AA    ,COMPROMETIDA,circulando por melian cuando al estar superando interseccion con calle andes un vh de un b bicicleta venia por esta ultima desde izquierda sigue su marcha sin verme por al no poder ezquivarlo impacto con mi parte delantera conductor se cae al piso por llame al same y a policia trasladaron al trauma cual atendio y esta en condiciones pasamos datos y me retire a hacer denuncia por posibles lesiones en comisaria no hubo mas terceros ninvolucrados ni lesionados datos del tercero cardozo matias miguel jesus
AA    ,COMPROMETIDA,circulaba por ingeniero white esquina gardel y adelante me frena de golpe una camioneta honda no me da tiempo de frenar y choco iban dos personas
AA    ,COMPROMETIDA,vehiculo asegurado circulando por hipoilito irigoyen esquina lucena lomas de zamora tercero circulaba por delante del asegurado frena de golpe sin previo aviso asegurado no llega a reducir velocir velocidad y colisiona con su parte frontal en parte trasera del tercero a raz de este impacto otro tercero circulaba por detras del asegurado colisiona con su parte frontal en parte trasera del asegurado sin desplazamientos sin lesionados sin control policial sin otro dano o faltante
AA    ,COMPROMETIDA,venia por ruta eva peron al llegar a interseccin un vehculo frena de golpe encontrandome con distancia prudencial no alcanzo a frenar a tiempo por colision parte trasera de este
AA    ,COMPROMETIDA,circulaba por av juan b justo estaba lloviendo vh tercero estaba delante mio estaba detenido por semaforo tuve un problema con frenos y embesti en su parte trasera izquierda con mi parte delantera no hay otros terceros involucrados ni lesionados datos del tercero fernandez leandro matias vw gol trend lke seguros
AA    ,COMPROMETIDA,aseg circulaba por calle rio de janeiro cuando un palio circulaba delante colisiona y queda detenido aseg no llega a frenar y colisiona con parte delantera a parte trasera del palio luego aseg es colisionado en parte trasera por parte delantera de una suran circulaba detras no hubo lesionados
AA    ,CONCURRENTE,vehiculo asegurado circulaba por colectora sur y al cruzar ruta es colisionado en su lateral derecho por frente del tercero circulaba por esta ultima por impacto vehiculo asegurado golpea su lateral izquierdo con cordon y vuelca asegurado y conductora del otro vehiculo sufren golpes por impacto y son trasladados por ambulancia al htal de moreno sin mas desplazamientos
AA    ,DISCUTIDA,me diriga por calle centenera me detengo en semaforo al doblar en avenida asamblea a izquierda me embiste un auto de atras venia a gran velocidad
AA    ,COMPROMETIDA,circulando por avenida san martin tercero por misma avenida delante del asegurado cuando este se dispone a girar cuando aseg colisiona con frente en parte trasera del tercero sin lesionados ni desplazamientos a otras unidades
AA    ,COMPROMETIDA,redgreenlue vh aseg circulando por calle jorge luis borges cuando al llegar a interseccion con calle santa teresa un tercero circulaba por esta ultima mencionada de derecha hacia izquierda se atraviesa y aseg no logra detener marcha produciendo asi impacto de su parte delantera en lateral trasero izquierdo del tercero sin personas lesionadas ni desplazamientos mecanica segdan tercero iba circulando por calle santa teresa al y en intercesion de calle jose luis borges al fui envestido en paragolpe rueda y guardabarros del lado izquierdo danos a mi auto chapa y pintura
AA    ,CONCURRENTE,circulando por calle battle y ordonez y al llegar a int con santa isabel un tercero circula por esta ultima a mi derecha me embiste con su frente en mi lateral derechopuerta parante guardabarro delantero derecho del asegurado acompanante del asegurado resulto con golpe en rodilla no hubo presencia de policia ni ambulancia en lugar sin desplazamientos d
AA    ,COMPROMETIDA,circulando por plata al doblar a izquierda para ingresar a storni colisiono con mi parte delantera derecha en lateral izquierdo del tercero venia por esta ultima sin desp ni les
AA    ,COMPROMETIDA,redgreenlue circulaba por virrey cisneros hacia bermejo llegando a esquina vehiculo de adelante frena bruscamente sin darme tiempo a yo frene y choco con mi trompa su parte tracera ampliacion dia a hs aprox yendo hacia localidad de san justo hacia farmacia en direccion de casanova hacia san justo por calle virrey cisneros y al llegar a esquina de bermejo auto de adelante freno de golpe y por lluvia y ya estaba de noche no me dio tiempo a frenar y choque d iba ella sola en auto se dirigia desde domicilio en isidro casanova hacia farmacia en san justo no intervino ninguna comisaria no hubo lesiones pasa datos del tercero y documental ok jose german conocchiella d
AA    ,COMPROMETIDA,aseg circulando sobre ruta colisiona con un tercero circulaba sobre misma ruta cuando este frena de forma abrupta por un vh habia realizado maniobra para doblar hacia calle abrian a izquierda giro a izquierda no permitido asegurado impacta con su parte delantera sobre parte trasera del tercero y a su vez nuestro asegurado es colisionado en su lateral trasero derecho con lateral delantero izquierdo del vh venia detras dandose este a fuga sin lesiones
AA    ,COMPROMETIDA,veniamos sobre calle santa rosa yendo para rivadavia y una suran azul patente plo freno de golpe detaras de ella venia un vw fox patende fzp y yo por detras todos colicionamos debido al pavimento humedo solo toque paragolpes de fox provocando dano en mismo
AA    ,COMPROMETIDA,estando mi camioneta patente aatz en subida del garage como para ingresar se detiene un ford fiesta patente kqnal subirme aprieto embriague al estar en una pendiente y considerando no estaba tan cerca se fue para atras causando abolladura en puerta trasera izquierda y al estar bajando del vehiculo se apreto pierna con puerta del conductor
AA    ,COMPROMETIDA,vh asegurado se encontraba circulando por ruta vh tercero vena por misma ruta en mismo sentido vh tercero vena delante del asegurado frena de golpe porque se cruza un auto por delante asegurado frena pero no llega a hacerlo completamente e impacta con su parte delantera en parte trasera del tercero conductor del otro vh se quej de un dolor en un dedo de una mano conductor del asegurado sufri golpes en cabeza y latigazo por choque sin desplazamiento
AA    ,COMPROMETIDA,asegurado circulando por calle aristbulo del valle en interseccin con vera embiste con parte delantera derecha a un tercero en parte lateral trasera izquierda sin desplazamientos un acompanante pasajero del vehculo tercero sufri lesiones no intervino polica ni ambulancia sl ampliacionnonef d hola siniestro fue en aristobulo del valle y vera yo venia por aristobulo al llegar a esquina freno y paso un lomo de burro en y al no ver nadie venia me dispongo a cruzar en ese momento diviso clio quiere pasar por delante desde vera y no llego a frenar impactandolo en puerta de atras del conductor donde viajaba una senora tuvo un golpecito en hombro se ofrecio llamar a ambulancia y no quiso tomando rumbo en otro remis de misma empresa conductor del auto no tuvo ninguna lesion y yo tampoco soy pareja de amira baba e iba conduciendo n o intervino policia ni me realizaron un control de alcoholemia de senora no tengo datos no se quiso quedar
AA    ,CONCURRENTE,conductor asegurado por av independencia cuando un tercero a su izquierda se cruza de carril colisionando en parte delantera izquierda cuando se va a detener vuelve a colisionar en frente sin lesionados y desplazamientos denuncia segun tercero circulaba por mi carril y vehiculo del tercero me choco en mi parte trasera derecha me provoc un semitrompo y vuelve a chocarme en mi lateral derecho recib atencin medica por mis propios medios danos guardabarro trasero farol trasero tapa de baul trasera puertas laterales derechas tercero fiat siena sedan fire aa modelo patente mbu cond jose jonas velasco mejia velasco dni cel asegurado pulido velasco edicson edir compania
AA    ,CONCURRENTE,detenida en calle kant para doblar a pasco espero corte semaforo en pasco cuando se pone en rojo cruzo y camioneta cruza en rojo y me emiste en lateral izquierdo aseg con lesionesvarios cortes realizaron puntos acompanante tambien fueron trasladado al hospital
AA    ,COMPROMETIDA,mecanica del hecho segdan version asegurado asegurado circulando por ianone y vehiculo tercero viene por alvear ambas colisionan en esquina con parte delantera derecha con parte izquierda lateral y frente del vehiculo tercero sin desplazamiento tercero conductor del otro vehiculo con lesion en boca interviene policia y ambulancia d ampliacion llamo a asegurada ella circulaba por calle ianone y al llegar a interseccion con alvear embiste con su frente a un vehiculo circulaba a alta velocidad desde derecha vehiculo termina impactando con un arbol en momento intervino ambulancia traslado a tercera al hospital quien luego se hizo presente en comisaria intervino policia no les realizaron control de alcoholemia dsa al consultarle a asegurada informa no hay senalizacion ni semaforo d
AA    ,COMPROMETIDA,circulaba por avenida liniers y al llegar a rotonda del acceso ramal tigre no vi auto frenado por choco de atras aclaro estaba lloviendo por visin estaba reducida
AA    ,COMPROMETIDA,asegurado por ohiggins no alcanza a frenar y colisiona parte trasera del tercero circulaba adelante acompanante del asegurado con mareos sin tercero otros lesionados sin desplazamiento y sin intervencion policial
AA    ,DISCUTIDA,tercero circulando por av triunvirato cuando nuestro conductor cruza tercero colisiona en lateral izquierda delantero con su lateral derecho sin desplazamientos d
AA    ,COMPROMETIDA,asegurado circulando por av reconquista en interseccin con sargento cabral se cruza un tercero circulaba por sargento cabral y embiste con lateral izquierda al asegurado en parte delantera conductor del vehiculo tercero sufre lesiones intervino policia no acepto ambulancia sin desplazamientos
