cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
am    ,asegurado circulando calle tercero casco acompanante casco circulando calle asegurado girar hacia izquierda luz giro puesta entrar estacionamiento tercero embiste parte asegurado desconoce parte lateral delantero izquierdo asegurado tercero acompanante lesionados ,asegurado circulando calle tercero casco acompanante casco circulando calle asegurado girar habia izquierda luz giro puesto entrar estacionamiento tercero embiste parte asegurado desconoce parte lateral delantero izquierdo asegurado tercero acompanante lesionados,asegurado circulando calle tercero casco acompanante casco circulando calle asegurado girar habia izquierda luz giro puesto entrar estacionamiento tercero embiste parte asegurado desconoce parte lateral delantero izquierdo asegurado tercero acompanante lesionados,comprometida
aa    ,aseg circulando panamericana queda medio stro cadena subre corte cabeza varias costillas fracturadas femininos posibles lesionadas ,aseg circulando panamericana queda medios stro caen subre corte cabeza varias costillas fracturadas femininos posibles lesionadas,aseg circulando panamericana queda medios stro caen corte cabeza varias posibles lesionadas,comprometida
am    ,asegurado circulando calle mariano castex cambiar carril colisionado lateral derecho moto circulaba detras desplazamientos dos personas circulaban moto casco cayeron piso ,asegurado circulando calle mariano castex cambiar carril colisionado lateral derecha moto circulaba detras desplazamientos dos personas circulaba moto casco cayeron piso,asegurado circulando calle mariano cambiar carril colisionado lateral derecha moto circulaba detras desplazamientos dos personas circulaba moto casco cayeron piso,comprometida
am    ,vehiculo asegurado circulaba av gaspar campos ingresar garage hacia izquierda luz giro puesta moto intenta sobrepasarlo lado colisiona lateral izquierdo vehiculo asegurado motociclista llevaba casco cae piso tenia golpe rodilla ,vehiculo asegurado circulaba av gaspar campos ingresar garage habia izquierda luz giro puesto moto intenta sobrepasarlo lado colisiona lateral izquierdo vehiculo asegurado motociclista llevaba casco cae piso tenia golpe rodilla,vehiculo asegurado circulaba av gaspar campos ingresar garage habia izquierda luz giro puesto moto intenta sobrepasarlo lado colisiona lateral izquierdo vehiculo asegurado motociclista llevaba casco cae piso tenia golpe rodilla,comprometida
am    ,vh asegurado maniobraba calle cnel juan terrada doblar derecha hacia calle adolfo pedro carranza colisiona parte lateral derecha moto circulaba cnel juan terrada moto tenia dos ocupantes ambos tenian casco cayeron piso presentaban lesiones visibles retiraron propios medios ,vh asegurado maniobra calle cnel juan terrada doblar derecha habia calle adolfo pedro carranza colisiona parte lateral derecha moto circulaba cnel juan terrada moto tenia dos ocupantes ambos tenia casco cayeron piso presentaba lesiones visibles retiro propios medios,vh asegurado maniobra calle cnel juan terrada doblar derecha habia calle adolfo pedro carranza colisiona parte lateral derecha moto circulaba cnel juan terrada moto tenia dos ocupantes ambos tenia casco cayeron piso presentaba lesiones visibles retiro propios medios,comprometida
am    ,encontraba circulando calle saenz pena hacia plata llegar interseccion calle tucuman darme cuenta venia moto alta velocidad chocarla lleno clavo freno toco apenas lateral frontal hizo caigan piso ambos casco paso datos voy ,encontraba circulando calle saenz pena habia plata llegar interseccion calle tucuman darme cuenta venia moto alta velocidad chocarla lleno clavo frena toco apenas lateral frontal hizo caigan piso ambos casco paso datos voy,encontraba circulando calle saenz pena habia plata llegar interseccion calle tucuman darme cuenta venia moto alta velocidad chocarla lleno clavo frena toco apenas lateral frontal hizo caigan piso ambos casco paso datos voy,comprometida
am    ,manejaba calle carriego interseccion claudio alas frena moto chica dos personas logro frenar tiempo choco atras,manejaba calle carriego interseccion claudio alas frena moto choca dos personas logro frena tiempo choco atras,manejaba calle interseccion claudio alas frena moto choca dos personas logro frena tiempo choco atras,comprometida
am    ,vh aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar calle aparece moto circulaba autopista izquierda embiste lateral delantero izquierdo moto motociclista casco cae piso lastimandose costado torax brazo ,vh aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar calle aparece moto circulaba autopista izquierda embiste lateral delantero izquierdo moto motociclista casco cae piso lastimandose costado torax brazo,vh aseg circulando aut ricchieri llegar interseccion ohiggins coloca luz giro maniobra doblar calle aparece moto circulaba autopista izquierda embiste lateral delantero izquierdo moto motociclista casco cae piso lastimandose costado torax brazo,comprometida
am    ,av don bosco balizas colocadas teniamos rueda pinchada moto embiste parte delantera izquierda cambiamos carril habia vh detenido cae piso casco ,av don bosco balizas colocadas teniamos rueda pinchada moto embiste parte delantera izquierda cambiamos carril habia vh detenido cae piso casco,av don bosco balizas rueda moto embiste parte delantera izquierda carril habia vh detenido cae piso casco,comprometida
am    ,circulaba av llegar calle giro izquierda momento girar di cuenta tenia moto lado conductor giro toco guardabarro,circulaba av llegar calle giro izquierda momento girar di cuenta tenia moto lado conductor giro toco guardabarro,circulaba av llegar calle giro izquierda momento girar di cuenta tenia moto lado conductor giro toco guardabarro,comprometida
aa    ,circulaba balbin intencin colisiono vh tercero parte trasera parte delantera dicho impacto dicho vh tercero impacta do tercero parte trasera parte delantera do tercero vw suran patente petpaz claudia natalia dni federacion patronal poliza parte trasera terceros involucrados lesionados datos tercero pablo arturo gru ford focus pfk qbe seguros,circulaba balbin intencin colisiono vh tercero parte trasera parte delantera dicho impacto dicho vh tercero impacta do tercero parte trasera parte delantera do tercero vw suran patente petpaz claudia natalia dni federacion patronal poliza parte trasera terceros involucrados lesionados datos tercero pablo arturo gru ford focus pfk qbe seguros,circulaba balbin intencin colisiono vh tercero parte trasera parte delantera dicho impacto dicho vh tercero impacta do tercero parte trasera parte delantera do tercero vw suran patente dni federacion patronal parte trasera terceros involucrados lesionados datos tercero pablo ford focus seguros,comprometida
aa    ,colectora panamericana casi thames cambio semaforo frenada intempestiva ,colectora panamericana casi thames cambio semaforo frena intempestiva,colectora panamericana casi thames cambio semaforo frena,comprometida
peatã“n,asegurado circulando av h yrigoyen girar caputo hacia derecha embiste u lateral derecho peaton cae pavimento levanta propios medios asiste amnbulancia policia desplazamientos,asegurado circulando av h yrigoyen girar caputo habia derecha embiste u lateral derecha peaton cae pavimento levanta propios medios asiste amnbulancia policia desplazamientos,asegurado circulando av h yrigoyen girar habia derecha embiste u lateral derecha peaton cae pavimento levanta propios medios asiste policia desplazamientos,comprometida
am    ,vh aseg circulaba formosa maniobrar congreso impacto parte lateral ro moto circulaba formosa desplazamientos lesionados ,vh aseg circulaba formosa maniobra congreso impacto parte lateral ro moto circulaba formosa desplazamientos lesionados,vh aseg circulaba formosa maniobra congreso impacto parte lateral ro moto circulaba formosa desplazamientos lesionados,comprometida
am    ,asegurado circulando alem doblar espana derecha colisionado guardabarro delantero derecho llanta moto circulaba derecha gran velocidad conductor moto cae piso casco retiro propios medios ,asegurado circulando alem doblar espana derecha colisionado guardabarro delantero derecha llanta moto circulaba derecha gran velocidad conductor moto cae piso casco retiro propios medios,asegurado circulando alem doblar espana derecha colisionado guardabarro delantero derecha moto circulaba derecha gran velocidad conductor moto cae piso casco retiro propios medios,comprometida
aa    ,vh aseg circulaba av cabred curva esquivar perro desplaza cayendo dentro zanja vehiculo dano parte delantera lateral izquierdo opticas capot etc acompanante amiga sufre golpes raiz impacto atendida clinica guemes lujan mas desplazamientos,vh aseg circulaba av cabred curva esquivar perro desplaza cayendo delantero zanja vehiculo dano parte delantera lateral izquierdo opticas capot etc acompanante amiga sufre golpes raiz impacto atendida clinica guemes lujan mas desplazamientos,vh aseg circulaba av esquivar perro desplaza cayendo delantero zanja vehiculo dano parte delantera lateral izquierdo opticas capot etc acompanante amiga sufre golpes raiz impacto clinica guemes lujan mas desplazamientos,comprometida
am    ,vehiculo asegurado circulando gral paz cambiar carril colisiona lateral derecho motocicleta circulaba carril derecha moto ocupante casco cae piso ,vehiculo asegurado circulando gral paz cambiar carril colisiona lateral derecha motocicleta circulaba carril derecha moto ocupante casco cae piso,vehiculo asegurado circulando gral paz cambiar carril colisiona lateral derecha motocicleta circulaba carril derecha moto ocupante casco cae piso,comprometida
am    ,maniobraba balizas puesta estacionar auto paralelo cordon mano derecha manera imprevista moto intenta meterse espacio habia auto cordon colisiona ptd pdd motociclista cae suelo tampoco sufre lesiones desvanecimiento terceros involucradosno terceros involucrados lesionados datos tercero alegre martin benelli tn aswy atm,maniobra balizas puesto estacionar auto paralelo cordon mano derecha manera imprevista moto intenta meterse espacio habia auto cordon colisiona ptd pdd motociclista cae suelo tampoco sufre lesiones desvanecimiento terceros involucradosno terceros involucrados lesionados datos tercero alegre martin benelli tn aswy atm,maniobra balizas puesto estacionar auto cordon mano derecha manera imprevista moto intenta espacio habia auto cordon colisiona motociclista cae suelo tampoco sufre lesiones terceros terceros involucrados lesionados datos tercero martin atm,comprometida
